,chromosome,gene_id,new_start,tss_same,tss_len,n_tss_same,n_iso,max_tss_size,num_tss_1_iso,tss_class,gene_name,tss_same_name,filter,idx
636,1,ENSMUSG00000025920,16519211,['ENSMUST00000159558'],1,1,17,2,13,636,Stau2_ENSMUSG00000025920,Stau2-213_ENSMUST00000159558,0,123
637,1,ENSMUSG00000025920,16519228,"['ENSMUST00000054668', 'ENSMUST00000162627']",2,2,17,2,13,637,Stau2_ENSMUSG00000025920,Stau2-202_ENSMUST00000054668,0,124
637,1,ENSMUSG00000025920,16519228,"['ENSMUST00000054668', 'ENSMUST00000162627']",2,2,17,2,13,637,Stau2_ENSMUSG00000025920,Stau2-216_ENSMUST00000162627,0,124
638,1,ENSMUSG00000025920,16519240,['ENSMUST00000162007'],1,1,17,2,13,638,Stau2_ENSMUSG00000025920,Stau2-214_ENSMUST00000162007,0,125
639,1,ENSMUSG00000025920,16519247,['ENSMUST00000128957'],1,1,17,2,13,639,Stau2_ENSMUSG00000025920,Stau2-206_ENSMUST00000128957,0,126
640,1,ENSMUSG00000025920,16519253,['ENSMUST00000127420'],1,1,17,2,13,640,Stau2_ENSMUSG00000025920,Stau2-205_ENSMUST00000127420,0,127
641,1,ENSMUSG00000025920,16519260,['ENSMUST00000115359'],1,1,17,2,13,641,Stau2_ENSMUSG00000025920,Stau2-203_ENSMUST00000115359,0,128
642,1,ENSMUSG00000025920,16519270,['ENSMUST00000151888'],1,1,17,2,13,642,Stau2_ENSMUSG00000025920,Stau2-211_ENSMUST00000151888,0,129
643,1,ENSMUSG00000025920,16519306,"['ENSMUST00000162751', 'ENSMUST00000027052']",2,2,17,2,13,643,Stau2_ENSMUSG00000025920,Stau2-217_ENSMUST00000162751,0,130
643,1,ENSMUSG00000025920,16519306,"['ENSMUST00000162751', 'ENSMUST00000027052']",2,2,17,2,13,643,Stau2_ENSMUSG00000025920,Stau2-201_ENSMUST00000027052,0,130
644,1,ENSMUSG00000025920,16519307,['ENSMUST00000149320'],1,1,17,2,13,644,Stau2_ENSMUSG00000025920,Stau2-210_ENSMUST00000149320,0,131
646,1,ENSMUSG00000025920,16520021,['ENSMUST00000145092'],1,1,17,2,13,646,Stau2_ENSMUSG00000025920,Stau2-209_ENSMUST00000145092,0,132
647,1,ENSMUSG00000025920,16520067,['ENSMUST00000131257'],1,1,17,2,13,647,Stau2_ENSMUSG00000025920,Stau2-207_ENSMUST00000131257,0,133
648,1,ENSMUSG00000025920,16520080,['ENSMUST00000153966'],1,1,17,2,13,648,Stau2_ENSMUSG00000025920,Stau2-212_ENSMUST00000153966,0,134
649,1,ENSMUSG00000025920,16520112,['ENSMUST00000162435'],1,1,17,2,13,649,Stau2_ENSMUSG00000025920,Stau2-215_ENSMUST00000162435,0,135
694,1,ENSMUSG00000025938,12992650,['ENSMUST00000188454'],1,1,8,2,2,694,Slco5a1_ENSMUSG00000025938,Slco5a1-207_ENSMUST00000188454,0,136
695,1,ENSMUSG00000025939,16585398,['ENSMUST00000182080'],1,1,6,2,4,695,Ube2w_ENSMUSG00000025939,Ube2w-205_ENSMUST00000182080,0,137
696,1,ENSMUSG00000025939,16619259,['ENSMUST00000133639'],1,1,6,2,4,696,Ube2w_ENSMUSG00000025939,Ube2w-203_ENSMUST00000133639,0,138
697,1,ENSMUSG00000025939,16619284,"['ENSMUST00000136455', 'ENSMUST00000132919']",2,2,6,2,4,697,Ube2w_ENSMUSG00000025939,Ube2w-204_ENSMUST00000136455,0,139
697,1,ENSMUSG00000025939,16619284,"['ENSMUST00000136455', 'ENSMUST00000132919']",2,2,6,2,4,697,Ube2w_ENSMUSG00000025939,Ube2w-202_ENSMUST00000132919,0,139
698,1,ENSMUSG00000025939,16619312,['ENSMUST00000182554'],1,1,6,2,4,698,Ube2w_ENSMUSG00000025939,Ube2w-206_ENSMUST00000182554,0,140
699,1,ENSMUSG00000025939,16619489,['ENSMUST00000117146'],1,1,6,2,4,699,Ube2w_ENSMUSG00000025939,Ube2w-201_ENSMUST00000117146,0,141
700,1,ENSMUSG00000025940,16665207,['ENSMUST00000177501'],1,1,4,2,2,700,Tmem70_ENSMUSG00000025940,Tmem70-203_ENSMUST00000177501,0,142
701,1,ENSMUSG00000025940,16665210,"['ENSMUST00000177532', 'ENSMUST00000065373']",2,2,4,2,2,701,Tmem70_ENSMUSG00000025940,Tmem70-204_ENSMUST00000177532,0,143
701,1,ENSMUSG00000025940,16665210,"['ENSMUST00000177532', 'ENSMUST00000065373']",2,2,4,2,2,701,Tmem70_ENSMUSG00000025940,Tmem70-201_ENSMUST00000065373,0,143
702,1,ENSMUSG00000025940,16665236,['ENSMUST00000176451'],1,1,4,2,2,702,Tmem70_ENSMUSG00000025940,Tmem70-202_ENSMUST00000176451,0,144
707,1,ENSMUSG00000025949,65186683,['ENSMUST00000185317'],1,1,11,2,9,707,Pikfyve_ENSMUSG00000025949,Pikfyve-204_ENSMUST00000185317,0,145
708,1,ENSMUSG00000025949,65186689,['ENSMUST00000190058'],1,1,11,2,9,708,Pikfyve_ENSMUSG00000025949,Pikfyve-209_ENSMUST00000190058,0,146
709,1,ENSMUSG00000025949,65186693,['ENSMUST00000188799'],1,1,11,2,9,709,Pikfyve_ENSMUSG00000025949,Pikfyve-207_ENSMUST00000188799,0,147
710,1,ENSMUSG00000025949,65186694,['ENSMUST00000187579'],1,1,11,2,9,710,Pikfyve_ENSMUSG00000025949,Pikfyve-206_ENSMUST00000187579,0,148
711,1,ENSMUSG00000025949,65186696,['ENSMUST00000189925'],1,1,11,2,9,711,Pikfyve_ENSMUSG00000025949,Pikfyve-208_ENSMUST00000189925,0,149
712,1,ENSMUSG00000025949,65186702,['ENSMUST00000081154'],1,1,11,2,9,712,Pikfyve_ENSMUSG00000025949,Pikfyve-201_ENSMUST00000081154,0,150
713,1,ENSMUSG00000025949,65186704,"['ENSMUST00000213081', 'ENSMUST00000186404']",2,2,11,2,9,713,Pikfyve_ENSMUSG00000025949,Pikfyve-211_ENSMUST00000213081,0,151
713,1,ENSMUSG00000025949,65186704,"['ENSMUST00000213081', 'ENSMUST00000186404']",2,2,11,2,9,713,Pikfyve_ENSMUSG00000025949,Pikfyve-205_ENSMUST00000186404,0,151
716,1,ENSMUSG00000025949,65196760,['ENSMUST00000190847'],1,1,11,2,9,716,Pikfyve_ENSMUSG00000025949,Pikfyve-210_ENSMUST00000190847,0,152
717,1,ENSMUSG00000025950,65175564,['ENSMUST00000149310'],1,1,7,2,5,717,Idh1_ENSMUSG00000025950,Idh1-202_ENSMUST00000149310,0,153
718,1,ENSMUSG00000025950,65179181,['ENSMUST00000097709'],1,1,7,2,5,718,Idh1_ENSMUSG00000025950,Idh1-201_ENSMUST00000097709,0,154
719,1,ENSMUSG00000025950,65186438,['ENSMUST00000188109'],1,1,7,2,5,719,Idh1_ENSMUSG00000025950,Idh1-205_ENSMUST00000188109,0,155
720,1,ENSMUSG00000025950,65186459,['ENSMUST00000186222'],1,1,7,2,5,720,Idh1_ENSMUSG00000025950,Idh1-204_ENSMUST00000186222,0,156
721,1,ENSMUSG00000025950,65186479,"['ENSMUST00000169032', 'ENSMUST00000191459']",2,2,7,2,5,721,Idh1_ENSMUSG00000025950,Idh1-203_ENSMUST00000169032,0,157
721,1,ENSMUSG00000025950,65186479,"['ENSMUST00000169032', 'ENSMUST00000191459']",2,2,7,2,5,721,Idh1_ENSMUSG00000025950,Idh1-207_ENSMUST00000191459,0,157
722,1,ENSMUSG00000025950,65186500,['ENSMUST00000188876'],1,1,7,2,5,722,Idh1_ENSMUSG00000025950,Idh1-206_ENSMUST00000188876,0,158
735,1,ENSMUSG00000025958,64532645,['ENSMUST00000185594'],1,1,11,2,9,735,Creb1_ENSMUSG00000025958,Creb1-204_ENSMUST00000185594,0,159
736,1,ENSMUSG00000025958,64532797,['ENSMUST00000171164'],1,1,11,2,9,736,Creb1_ENSMUSG00000025958,Creb1-203_ENSMUST00000171164,0,160
737,1,ENSMUSG00000025958,64532804,['ENSMUST00000188855'],1,1,11,2,9,737,Creb1_ENSMUSG00000025958,Creb1-208_ENSMUST00000188855,0,161
738,1,ENSMUSG00000025958,64532809,"['ENSMUST00000187811', 'ENSMUST00000049932']",2,2,11,2,9,738,Creb1_ENSMUSG00000025958,Creb1-207_ENSMUST00000187811,0,162
738,1,ENSMUSG00000025958,64532809,"['ENSMUST00000187811', 'ENSMUST00000049932']",2,2,11,2,9,738,Creb1_ENSMUSG00000025958,Creb1-201_ENSMUST00000049932,0,162
739,1,ENSMUSG00000025958,64532819,['ENSMUST00000087366'],1,1,11,2,9,739,Creb1_ENSMUSG00000025958,Creb1-202_ENSMUST00000087366,0,163
740,1,ENSMUSG00000025958,64532832,['ENSMUST00000186335'],1,1,11,2,9,740,Creb1_ENSMUSG00000025958,Creb1-205_ENSMUST00000186335,0,164
742,1,ENSMUSG00000025958,64532894,['ENSMUST00000190348'],1,1,11,2,9,742,Creb1_ENSMUSG00000025958,Creb1-209_ENSMUST00000190348,0,165
743,1,ENSMUSG00000025958,64560925,['ENSMUST00000187035'],1,1,11,2,9,743,Creb1_ENSMUSG00000025958,Creb1-206_ENSMUST00000187035,0,166
744,1,ENSMUSG00000025958,64576388,['ENSMUST00000190979'],1,1,11,2,9,744,Creb1_ENSMUSG00000025958,Creb1-211_ENSMUST00000190979,0,167
756,1,ENSMUSG00000025964,63445891,['ENSMUST00000182642'],1,1,12,2,10,756,Adam23_ENSMUSG00000025964,Adam23-209_ENSMUST00000182642,0,168
757,1,ENSMUSG00000025964,63445895,['ENSMUST00000087374'],1,1,12,2,10,757,Adam23_ENSMUSG00000025964,Adam23-201_ENSMUST00000087374,0,169
759,1,ENSMUSG00000025964,63445935,['ENSMUST00000146403'],1,1,12,2,10,759,Adam23_ENSMUSG00000025964,Adam23-208_ENSMUST00000146403,0,170
760,1,ENSMUSG00000025964,63446211,"['ENSMUST00000114103', 'ENSMUST00000114107']",2,2,12,2,10,760,Adam23_ENSMUSG00000025964,Adam23-204_ENSMUST00000114103,0,171
760,1,ENSMUSG00000025964,63446211,"['ENSMUST00000114103', 'ENSMUST00000114107']",2,2,12,2,10,760,Adam23_ENSMUSG00000025964,Adam23-205_ENSMUST00000114107,0,171
761,1,ENSMUSG00000025964,63470619,['ENSMUST00000190658'],1,1,12,2,10,761,Adam23_ENSMUSG00000025964,Adam23-212_ENSMUST00000190658,0,172
762,1,ENSMUSG00000025964,63494169,['ENSMUST00000097717'],1,1,12,2,10,762,Adam23_ENSMUSG00000025964,Adam23-202_ENSMUST00000097717,0,173
763,1,ENSMUSG00000025964,63536967,['ENSMUST00000185616'],1,1,12,2,10,763,Adam23_ENSMUSG00000025964,Adam23-210_ENSMUST00000185616,0,174
764,1,ENSMUSG00000025964,63555174,['ENSMUST00000134704'],1,1,12,2,10,764,Adam23_ENSMUSG00000025964,Adam23-206_ENSMUST00000134704,0,175
765,1,ENSMUSG00000025964,63578792,['ENSMUST00000187844'],1,1,12,2,10,765,Adam23_ENSMUSG00000025964,Adam23-211_ENSMUST00000187844,0,176
766,1,ENSMUSG00000025964,63585023,['ENSMUST00000141545'],1,1,12,2,10,766,Adam23_ENSMUSG00000025964,Adam23-207_ENSMUST00000141545,0,177
767,1,ENSMUSG00000025967,63176825,['ENSMUST00000129339'],1,1,9,2,7,767,Eef1b2_ENSMUSG00000025967,Eef1b2-204_ENSMUST00000129339,0,178
768,1,ENSMUSG00000025967,63177129,['ENSMUST00000142062'],1,1,9,2,7,768,Eef1b2_ENSMUSG00000025967,Eef1b2-206_ENSMUST00000142062,0,179
769,1,ENSMUSG00000025967,63177130,['ENSMUST00000188524'],1,1,9,2,7,769,Eef1b2_ENSMUSG00000025967,Eef1b2-209_ENSMUST00000188524,0,180
770,1,ENSMUSG00000025967,63177131,['ENSMUST00000148553'],1,1,9,2,7,770,Eef1b2_ENSMUSG00000025967,Eef1b2-207_ENSMUST00000148553,0,181
771,1,ENSMUSG00000025967,63177145,"['ENSMUST00000135877', 'ENSMUST00000027108']",2,2,9,2,7,771,Eef1b2_ENSMUSG00000025967,Eef1b2-205_ENSMUST00000135877,0,182
771,1,ENSMUSG00000025967,63177145,"['ENSMUST00000135877', 'ENSMUST00000027108']",2,2,9,2,7,771,Eef1b2_ENSMUSG00000025967,Eef1b2-201_ENSMUST00000027108,0,182
772,1,ENSMUSG00000025967,63177147,['ENSMUST00000126469'],1,1,9,2,7,772,Eef1b2_ENSMUSG00000025967,Eef1b2-202_ENSMUST00000126469,0,183
773,1,ENSMUSG00000025967,63177185,['ENSMUST00000174890'],1,1,9,2,7,773,Eef1b2_ENSMUSG00000025967,Eef1b2-208_ENSMUST00000174890,0,184
774,1,ENSMUSG00000025967,63177223,['ENSMUST00000126795'],1,1,9,2,7,774,Eef1b2_ENSMUSG00000025967,Eef1b2-203_ENSMUST00000126795,0,185
799,1,ENSMUSG00000025979,55131231,"['ENSMUST00000159311', 'ENSMUST00000162364']",2,2,8,2,6,799,Mob4_ENSMUSG00000025979,Mob4-202_ENSMUST00000159311,0,186
799,1,ENSMUSG00000025979,55131231,"['ENSMUST00000159311', 'ENSMUST00000162364']",2,2,8,2,6,799,Mob4_ENSMUSG00000025979,Mob4-205_ENSMUST00000162364,0,186
800,1,ENSMUSG00000025979,55131260,['ENSMUST00000162930'],1,1,8,2,6,800,Mob4_ENSMUSG00000025979,Mob4-207_ENSMUST00000162930,0,187
801,1,ENSMUSG00000025979,55131282,['ENSMUST00000027122'],1,1,8,2,6,801,Mob4_ENSMUSG00000025979,Mob4-201_ENSMUST00000027122,0,188
802,1,ENSMUSG00000025979,55131287,['ENSMUST00000161122'],1,1,8,2,6,802,Mob4_ENSMUSG00000025979,Mob4-204_ENSMUST00000161122,0,189
803,1,ENSMUSG00000025979,55131320,['ENSMUST00000162553'],1,1,8,2,6,803,Mob4_ENSMUSG00000025979,Mob4-206_ENSMUST00000162553,0,190
804,1,ENSMUSG00000025979,55131326,['ENSMUST00000159743'],1,1,8,2,6,804,Mob4_ENSMUSG00000025979,Mob4-203_ENSMUST00000159743,0,191
805,1,ENSMUSG00000025979,55147630,['ENSMUST00000187422'],1,1,8,2,6,805,Mob4_ENSMUSG00000025979,Mob4-208_ENSMUST00000187422,0,192
806,1,ENSMUSG00000025980,55088024,['ENSMUST00000027123'],1,1,3,2,1,806,Hspd1_ENSMUSG00000025980,Hspd1-201_ENSMUST00000027123,0,193
807,1,ENSMUSG00000025980,55088243,"['ENSMUST00000127861', 'ENSMUST00000144077']",2,2,3,2,1,807,Hspd1_ENSMUSG00000025980,Hspd1-202_ENSMUST00000127861,0,194
807,1,ENSMUSG00000025980,55088243,"['ENSMUST00000127861', 'ENSMUST00000144077']",2,2,3,2,1,807,Hspd1_ENSMUSG00000025980,Hspd1-203_ENSMUST00000144077,0,194
808,1,ENSMUSG00000025981,55052770,"['ENSMUST00000087617', 'ENSMUST00000027125']",2,2,4,2,2,808,Coq10b_ENSMUSG00000025981,Coq10b-202_ENSMUST00000087617,0,195
808,1,ENSMUSG00000025981,55052770,"['ENSMUST00000087617', 'ENSMUST00000027125']",2,2,4,2,2,808,Coq10b_ENSMUSG00000025981,Coq10b-201_ENSMUST00000027125,0,195
809,1,ENSMUSG00000025981,55052869,['ENSMUST00000185474'],1,1,4,2,2,809,Coq10b_ENSMUSG00000025981,Coq10b-203_ENSMUST00000185474,0,196
828,1,ENSMUSG00000025993,45923309,['ENSMUST00000188252'],1,1,8,3,5,828,Slc40a1_ENSMUSG00000025993,Slc40a1-207_ENSMUST00000188252,0,197
830,1,ENSMUSG00000025993,45925582,['ENSMUST00000027137'],1,1,8,3,5,830,Slc40a1_ENSMUSG00000025993,Slc40a1-201_ENSMUST00000027137,0,198
831,1,ENSMUSG00000025993,45925609,['ENSMUST00000191247'],1,1,8,3,5,831,Slc40a1_ENSMUSG00000025993,Slc40a1-208_ENSMUST00000191247,0,199
833,1,ENSMUSG00000025993,45926523,['ENSMUST00000186755'],1,1,8,3,5,833,Slc40a1_ENSMUSG00000025993,Slc40a1-202_ENSMUST00000186755,0,200
846,1,ENSMUSG00000025997,69685821,['ENSMUST00000027146'],1,1,9,3,6,846,Ikzf2_ENSMUSG00000025997,Ikzf2-201_ENSMUST00000027146,0,201
848,1,ENSMUSG00000025997,69687140,['ENSMUST00000188919'],1,1,9,3,6,848,Ikzf2_ENSMUSG00000025997,Ikzf2-205_ENSMUST00000188919,0,202
849,1,ENSMUSG00000025997,69687245,['ENSMUST00000187184'],1,1,9,3,6,849,Ikzf2_ENSMUSG00000025997,Ikzf2-202_ENSMUST00000187184,0,203
850,1,ENSMUSG00000026000,67021065,['ENSMUST00000133508'],1,1,6,2,4,850,Lancl1_ENSMUSG00000026000,Lancl1-204_ENSMUST00000133508,0,204
851,1,ENSMUSG00000026000,67022218,['ENSMUST00000189210'],1,1,6,2,4,851,Lancl1_ENSMUSG00000026000,Lancl1-206_ENSMUST00000189210,0,205
853,1,ENSMUSG00000026000,67038865,['ENSMUST00000027149'],1,1,6,2,4,853,Lancl1_ENSMUSG00000026000,Lancl1-201_ENSMUST00000027149,0,206
854,1,ENSMUSG00000026000,67038872,['ENSMUST00000113979'],1,1,6,2,4,854,Lancl1_ENSMUSG00000026000,Lancl1-202_ENSMUST00000113979,0,207
857,1,ENSMUSG00000026004,66801210,['ENSMUST00000129190'],1,1,5,2,3,857,Kansl1l_ENSMUSG00000026004,Kansl1l-203_ENSMUST00000129190,0,208
858,1,ENSMUSG00000026004,66808794,['ENSMUST00000132960'],1,1,5,2,3,858,Kansl1l_ENSMUSG00000026004,Kansl1l-204_ENSMUST00000132960,0,209
859,1,ENSMUSG00000026004,66817546,"['ENSMUST00000068168', 'ENSMUST00000189846']",2,2,5,2,3,859,Kansl1l_ENSMUSG00000026004,Kansl1l-201_ENSMUST00000068168,0,210
859,1,ENSMUSG00000026004,66817546,"['ENSMUST00000068168', 'ENSMUST00000189846']",2,2,5,2,3,859,Kansl1l_ENSMUSG00000026004,Kansl1l-205_ENSMUST00000189846,0,210
860,1,ENSMUSG00000026004,66817562,['ENSMUST00000113987'],1,1,5,2,3,860,Kansl1l_ENSMUSG00000026004,Kansl1l-202_ENSMUST00000113987,0,211
861,1,ENSMUSG00000026005,66700831,"['ENSMUST00000151016', 'ENSMUST00000027157', 'ENSMUST00000113995', 'ENSMUST00000142920']",4,4,5,4,1,861,Rpe_ENSMUSG00000026005,Rpe-204_ENSMUST00000151016,0,212
861,1,ENSMUSG00000026005,66700831,"['ENSMUST00000151016', 'ENSMUST00000027157', 'ENSMUST00000113995', 'ENSMUST00000142920']",4,4,5,4,1,861,Rpe_ENSMUSG00000026005,Rpe-201_ENSMUST00000027157,0,212
861,1,ENSMUSG00000026005,66700831,"['ENSMUST00000151016', 'ENSMUST00000027157', 'ENSMUST00000113995', 'ENSMUST00000142920']",4,4,5,4,1,861,Rpe_ENSMUSG00000026005,Rpe-202_ENSMUST00000113995,0,212
861,1,ENSMUSG00000026005,66700831,"['ENSMUST00000151016', 'ENSMUST00000027157', 'ENSMUST00000113995', 'ENSMUST00000142920']",4,4,5,4,1,861,Rpe_ENSMUSG00000026005,Rpe-203_ENSMUST00000142920,0,212
862,1,ENSMUSG00000026005,66700907,['ENSMUST00000190404'],1,1,5,4,1,862,Rpe_ENSMUSG00000026005,Rpe-205_ENSMUST00000190404,0,213
878,1,ENSMUSG00000026017,60098247,['ENSMUST00000130075'],1,1,10,2,6,878,Carf_ENSMUSG00000026017,Carf-203_ENSMUST00000130075,0,214
879,1,ENSMUSG00000026017,60098264,"['ENSMUST00000150008', 'ENSMUST00000124986']",2,2,10,2,6,879,Carf_ENSMUSG00000026017,Carf-205_ENSMUST00000150008,0,215
879,1,ENSMUSG00000026017,60098264,"['ENSMUST00000150008', 'ENSMUST00000124986']",2,2,10,2,6,879,Carf_ENSMUSG00000026017,Carf-202_ENSMUST00000124986,0,215
880,1,ENSMUSG00000026017,60101246,['ENSMUST00000191232'],1,1,10,2,6,880,Carf_ENSMUSG00000026017,Carf-210_ENSMUST00000191232,0,216
881,1,ENSMUSG00000026017,60105344,['ENSMUST00000187978'],1,1,10,2,6,881,Carf_ENSMUSG00000026017,Carf-209_ENSMUST00000187978,0,217
882,1,ENSMUSG00000026017,60108081,['ENSMUST00000180952'],1,1,10,2,6,882,Carf_ENSMUSG00000026017,Carf-206_ENSMUST00000180952,0,218
884,1,ENSMUSG00000026017,60139796,['ENSMUST00000186779'],1,1,10,2,6,884,Carf_ENSMUSG00000026017,Carf-208_ENSMUST00000186779,0,219
915,1,ENSMUSG00000026021,59670739,['ENSMUST00000185265'],1,1,4,2,2,915,Sumo1_ENSMUSG00000026021,Sumo1-203_ENSMUST00000185265,0,220
916,1,ENSMUSG00000026021,59670792,['ENSMUST00000191158'],1,1,4,2,2,916,Sumo1_ENSMUSG00000026021,Sumo1-204_ENSMUST00000191158,0,221
917,1,ENSMUSG00000026021,59670834,"['ENSMUST00000091374', 'ENSMUST00000123857']",2,2,4,2,2,917,Sumo1_ENSMUSG00000026021,Sumo1-201_ENSMUST00000091374,0,222
917,1,ENSMUSG00000026021,59670834,"['ENSMUST00000091374', 'ENSMUST00000123857']",2,2,4,2,2,917,Sumo1_ENSMUSG00000026021,Sumo1-202_ENSMUST00000123857,0,222
922,1,ENSMUSG00000026024,59219126,['ENSMUST00000188469'],1,1,5,2,3,922,Als2_ENSMUSG00000026024,Als2-205_ENSMUST00000188469,0,223
924,1,ENSMUSG00000026024,59237226,['ENSMUST00000160945'],1,1,5,2,3,924,Als2_ENSMUSG00000026024,Als2-203_ENSMUST00000160945,0,224
925,1,ENSMUSG00000026024,59237231,"['ENSMUST00000027178', 'ENSMUST00000159166']",2,2,5,2,3,925,Als2_ENSMUSG00000026024,Als2-201_ENSMUST00000027178,0,225
925,1,ENSMUSG00000026024,59237231,"['ENSMUST00000027178', 'ENSMUST00000159166']",2,2,5,2,3,925,Als2_ENSMUSG00000026024,Als2-202_ENSMUST00000159166,0,225
926,1,ENSMUSG00000026027,58973522,"['ENSMUST00000123965', 'ENSMUST00000147637', 'ENSMUST00000114296', 'ENSMUST00000123301', 'ENSMUST00000153990', 'ENSMUST00000027185']",6,6,7,6,1,926,Stradb_ENSMUSG00000026027,Stradb-204_ENSMUST00000123965,0,226
926,1,ENSMUSG00000026027,58973522,"['ENSMUST00000123965', 'ENSMUST00000147637', 'ENSMUST00000114296', 'ENSMUST00000123301', 'ENSMUST00000153990', 'ENSMUST00000027185']",6,6,7,6,1,926,Stradb_ENSMUSG00000026027,Stradb-205_ENSMUST00000147637,0,226
926,1,ENSMUSG00000026027,58973522,"['ENSMUST00000123965', 'ENSMUST00000147637', 'ENSMUST00000114296', 'ENSMUST00000123301', 'ENSMUST00000153990', 'ENSMUST00000027185']",6,6,7,6,1,926,Stradb_ENSMUSG00000026027,Stradb-202_ENSMUST00000114296,0,226
926,1,ENSMUSG00000026027,58973522,"['ENSMUST00000123965', 'ENSMUST00000147637', 'ENSMUST00000114296', 'ENSMUST00000123301', 'ENSMUST00000153990', 'ENSMUST00000027185']",6,6,7,6,1,926,Stradb_ENSMUSG00000026027,Stradb-203_ENSMUST00000123301,0,226
926,1,ENSMUSG00000026027,58973522,"['ENSMUST00000123965', 'ENSMUST00000147637', 'ENSMUST00000114296', 'ENSMUST00000123301', 'ENSMUST00000153990', 'ENSMUST00000027185']",6,6,7,6,1,926,Stradb_ENSMUSG00000026027,Stradb-207_ENSMUST00000153990,0,226
926,1,ENSMUSG00000026027,58973522,"['ENSMUST00000123965', 'ENSMUST00000147637', 'ENSMUST00000114296', 'ENSMUST00000123301', 'ENSMUST00000153990', 'ENSMUST00000027185']",6,6,7,6,1,926,Stradb_ENSMUSG00000026027,Stradb-201_ENSMUST00000027185,0,226
927,1,ENSMUSG00000026027,58991058,['ENSMUST00000152318'],1,1,7,6,1,927,Stradb_ENSMUSG00000026027,Stradb-206_ENSMUST00000152318,0,227
929,1,ENSMUSG00000026028,58921697,['ENSMUST00000174359'],1,1,6,2,4,929,Trak2_ENSMUSG00000026028,Trak2-206_ENSMUST00000174359,0,228
930,1,ENSMUSG00000026028,58946337,['ENSMUST00000174120'],1,1,6,2,4,930,Trak2_ENSMUSG00000026028,Trak2-205_ENSMUST00000174120,0,229
931,1,ENSMUSG00000026028,58973429,['ENSMUST00000173590'],1,1,6,2,4,931,Trak2_ENSMUSG00000026028,Trak2-203_ENSMUST00000173590,0,230
932,1,ENSMUSG00000026028,58973430,"['ENSMUST00000027186', 'ENSMUST00000173719']",2,2,6,2,4,932,Trak2_ENSMUSG00000026028,Trak2-201_ENSMUST00000027186,0,231
932,1,ENSMUSG00000026028,58973430,"['ENSMUST00000027186', 'ENSMUST00000173719']",2,2,6,2,4,932,Trak2_ENSMUSG00000026028,Trak2-204_ENSMUST00000173719,0,231
938,1,ENSMUSG00000026031,58711510,['ENSMUST00000164900'],1,1,13,2,11,938,Cflar_ENSMUSG00000026031,Cflar-212_ENSMUST00000164900,0,232
939,1,ENSMUSG00000026031,58711516,['ENSMUST00000156870'],1,1,13,2,11,939,Cflar_ENSMUSG00000026031,Cflar-211_ENSMUST00000156870,0,233
940,1,ENSMUSG00000026031,58711534,['ENSMUST00000124567'],1,1,13,2,11,940,Cflar_ENSMUSG00000026031,Cflar-208_ENSMUST00000124567,0,234
943,1,ENSMUSG00000026031,58711560,['ENSMUST00000114313'],1,1,13,2,11,943,Cflar_ENSMUSG00000026031,Cflar-205_ENSMUST00000114313,0,235
944,1,ENSMUSG00000026031,58713294,['ENSMUST00000114309'],1,1,13,2,11,944,Cflar_ENSMUSG00000026031,Cflar-204_ENSMUST00000114309,0,236
945,1,ENSMUSG00000026031,58713302,['ENSMUST00000123553'],1,1,13,2,11,945,Cflar_ENSMUSG00000026031,Cflar-207_ENSMUST00000123553,0,237
946,1,ENSMUSG00000026031,58713317,['ENSMUST00000069333'],1,1,13,2,11,946,Cflar_ENSMUSG00000026031,Cflar-201_ENSMUST00000069333,0,238
947,1,ENSMUSG00000026031,58713886,['ENSMUST00000189858'],1,1,13,2,11,947,Cflar_ENSMUSG00000026031,Cflar-213_ENSMUST00000189858,0,239
948,1,ENSMUSG00000026031,58730552,['ENSMUST00000123032'],1,1,13,2,11,948,Cflar_ENSMUSG00000026031,Cflar-206_ENSMUST00000123032,0,240
950,1,ENSMUSG00000026034,58412861,['ENSMUST00000139787'],1,1,13,6,7,950,Clk1_ENSMUSG00000026034,Clk1-207_ENSMUST00000139787,0,241
951,1,ENSMUSG00000026034,58413437,['ENSMUST00000141570'],1,1,13,6,7,951,Clk1_ENSMUSG00000026034,Clk1-208_ENSMUST00000141570,0,242
952,1,ENSMUSG00000026034,58413825,['ENSMUST00000129303'],1,1,13,6,7,952,Clk1_ENSMUSG00000026034,Clk1-203_ENSMUST00000129303,0,243
953,1,ENSMUSG00000026034,58416765,['ENSMUST00000123580'],1,1,13,6,7,953,Clk1_ENSMUSG00000026034,Clk1-202_ENSMUST00000123580,0,244
954,1,ENSMUSG00000026034,58417426,['ENSMUST00000131051'],1,1,13,6,7,954,Clk1_ENSMUSG00000026034,Clk1-205_ENSMUST00000131051,0,245
955,1,ENSMUSG00000026034,58420398,['ENSMUST00000186552'],1,1,13,6,7,955,Clk1_ENSMUSG00000026034,Clk1-213_ENSMUST00000186552,0,246
956,1,ENSMUSG00000026034,58421258,['ENSMUST00000135380'],1,1,13,6,7,956,Clk1_ENSMUSG00000026034,Clk1-206_ENSMUST00000135380,0,247
